Cu,Fe,Cr,Al,Si,Pb,Sn,Ni,Na,B,P,Zn,Mo,Ca,Mg,TBN,V100,V40,OXI,TAN,delta_visc_40,metal_sum,iron_to_copper_ratio,water_flag,antifreeze_flag,label
4,14,0,1,2,25,2,0,4,7,54,71,2,497,1,2.04,13.63,145.8,5,0.04,-4.2,46,3.5,0,0,normal
5,12,0,1,2,20,2,1,8,0,56,89,1,307,2,2.8,13.61,151.1,11,0.06,1.1,40,2.4,0,0,normal
3,17,1,1,0,18,2,0,12,2,40,50,0,206,0,3.15,12.4,128.9,14,0.16,-21.1,42,5.67,0,0,normal
2,6,0,1,2,19,3,0,16,5,39,97,1,250,1,1.77,14.31,151.8,12,0.15,1.8,31,3,0,0,normal
3,12,0,0,1,24,3,0,2,1,31,54,1,315,2,2.89,15.26,160.5,3,0.11,10.5,42,4,0,0,normal
5,12,1,2,2,27,3,0,14,3,62,74,0,276,2,1.22,13.3,137.9,4,0.09,-12.1,50,2.4,0,1,normal
4,7,0,2,1,27,1,0,8,4,41,62,1,191,5,2.48,14.27,138,11,0.02,-12,41,1.75,0,0,normal
4,10,0,0,1,26,2,1,18,4,33,86,2,306,3,3.25,15.89,152.1,5,0.13,2.1,42,2.5,0,0,normal
3,11,1,2,1,20,1,0,16,3,53,62,2,498,2,1.52,14.19,143,3,0.08,-7,38,3.67,0,0,normal
2,11,0,1,0,24,1,0,16,1,39,98,0,496,5,1.08,13.31,149.3,5,0.09,-0.7,39,5.5,0,0,normal
7,9,0,0,2,23,3,0,3,3,67,61,1,362,0,1.13,16.24,161,12,0.11,11,42,1.29,0,0,normal
1,11,0,1,1,22,3,1,13,4,51,61,1,324,0,2.98,15.49,162,10,0.12,12,38,11,0,0,normal
8,5,0,1,8,18,0,1,3,6,30,82,1,312,1,2.78,13.67,143.8,1,0.16,-6.2,32,0.62,0,0,normal
6,6,0,1,3,24,0,1,3,1,63,45,2,208,0,2.61,14.35,148.7,10,0.15,-1.3,37,1,0,0,normal
3,9,0,2,0,23,3,1,0,3,49,37,2,235,3,2.39,16.8,148.2,4,0.18,-1.8,40,3,0,0,normal
8,9,1,0,1,19,1,1,19,0,47,35,1,196,0,1.83,14.38,141.1,7,0.11,-8.9,38,1.12,0,0,normal
9,12,1,3,3,16,2,1,7,5,41,77,0,446,3,2.01,13.19,147.6,9,0.1,-2.4,43,1.33,0,0,normal
3,10,0,1,3,13,1,1,18,4,63,40,1,167,1,3.22,15.58,157.1,13,0.03,7.1,28,3.33,0,0,normal
5,9,0,1,4,17,1,0,16,3,67,72,0,463,5,1.47,15.22,154.9,9,0.06,4.9,33,1.8,0,0,normal
5,12,0,1,2,19,2,0,3,4,60,73,2,485,2,1.36,14.02,158,9,0.06,8,39,2.4,0,0,normal
1,6,0,1,2,23,1,0,3,2,55,96,0,416,3,1.85,15.06,154.6,7,0.06,4.6,32,6,0,0,normal
3,9,0,0,5,17,0,0,16,3,50,83,1,430,1,2.15,14.63,157.1,5,0.05,7.1,29,3,0,0,normal
0,11,0,1,3,23,2,0,8,1,39,39,1,148,2,1.26,15.09,154,2,0.15,4,37,0,0,0,normal
4,10,1,0,2,22,3,0,7,4,58,95,2,420,3,1.97,14.06,133.2,12,0.08,-16.8,40,2.5,0,0,normal
7,8,1,2,1,22,1,0,9,3,45,50,0,404,3,3.57,13.33,148.9,6,0.06,-1.1,41,1.14,0,0,normal
9,10,0,0,1,22,1,0,10,2,60,46,2,414,0,1.52,16.53,131.6,8,0.07,-18.4,42,1.11,0,0,normal
6,7,0,1,2,19,2,0,1,4,35,46,2,145,1,1.12,16.53,145.5,0,0.03,-4.5,35,1.17,0,0,normal
4,11,0,0,2,23,2,0,19,5,31,37,3,254,2,4.02,14.27,153.9,0,0.09,3.9,40,2.75,0,0,normal
6,6,0,1,2,20,2,0,16,2,46,92,2,202,2,1.53,14.61,151.5,5,0.08,1.5,35,1,0,0,normal
6,10,0,0,0,26,2,1,6,4,52,38,1,146,1,2.23,15.57,148.4,12,0.1,-1.6,44,1.67,0,0,normal
6,12,0,1,3,16,1,1,13,4,59,43,2,267,2,3.42,16.03,160,7,0,10,36,2,0,0,normal
6,11,0,0,4,21,3,0,12,4,44,75,1,194,2,1.18,13.38,159.5,0,0.12,9.5,41,1.83,0,0,normal
1,11,0,2,3,18,1,0,9,2,64,94,0,431,1,2.85,10.39,159.5,9,0.08,9.5,33,11,0,0,normal
3,7,0,0,2,15,1,0,8,2,51,63,0,246,3,2.3,17.36,161.8,2,0.11,11.8,26,2.33,0,0,normal
5,12,0,1,1,19,2,1,0,5,49,53,0,194,1,2.74,13.4,155,8,0.09,5,39,2.4,0,0,normal
2,14,0,0,3,12,4,0,0,6,41,87,2,251,3,2.55,13.21,146.9,8,0.09,-3.1,32,7,0,0,normal
4,12,0,1,3,23,2,1,17,2,30,85,0,351,1,2.41,14.04,135.9,13,0.09,-14.1,42,3,0,0,normal
7,6,0,1,4,28,1,1,7,1,46,39,0,410,6,3.38,14.39,153.9,5,0.09,3.9,43,0.86,0,0,normal
5,8,0,1,2,23,4,1,7,5,47,62,0,456,2,3.19,15.16,156.1,5,0.17,6.1,41,1.6,0,0,normal
5,9,0,0,2,16,1,0,17,2,59,62,1,468,5,1.66,12.73,154.3,1,0.08,4.3,31,1.8,0,0,normal
4,13,0,0,1,13,3,0,0,1,41,67,1,384,4,3.49,13.61,149.6,11,0.09,-0.4,33,3.25,0,0,normal
6,4,0,0,2,19,2,0,1,1,64,66,0,243,2,1.49,13.92,151.5,6,0.08,1.5,31,0.67,0,0,normal
4,14,1,1,6,25,1,0,0,4,49,85,0,269,3,1.11,13.88,150.2,4,0.05,0.2,46,3.5,0,0,normal
9,4,0,1,1,19,3,0,19,3,31,96,1,258,1,2.05,15.39,145,4,0.09,-5,36,0.44,0,0,normal
2,9,0,0,3,21,1,0,3,2,54,64,1,205,3,2.82,15.99,158.8,1,0.07,8.8,33,4.5,0,0,normal
3,11,0,0,1,21,3,0,3,5,54,88,0,213,1,3.75,12.92,161,9,0.06,11,38,3.67,0,0,normal
2,11,1,2,0,11,3,1,2,4,50,89,1,253,3,2.77,15.53,151.6,11,0.1,1.6,30,5.5,0,0,normal
3,11,1,0,2,13,1,1,11,2,35,56,1,178,2,1.8,13.28,152.5,3,0.04,2.5,29,3.67,0,0,normal
4,11,1,2,4,19,6,0,2,0,47,63,1,180,3,2.59,15.22,148.2,1,0.03,-1.8,43,2.75,0,0,normal
4,11,1,2,2,16,1,0,5,3,30,40,2,358,2,2.38,11.84,154.8,13,0.05,4.8,35,2.75,0,0,normal
6,12,0,1,1,26,4,0,4,2,36,72,3,419,1,1.35,14.78,144,13,0.09,-6,49,2,0,0,normal
7,10,1,1,1,19,0,0,13,6,55,32,0,294,2,1.03,17.68,147.5,4,0.05,-2.5,38,1.43,0,0,normal
9,9,1,2,1,26,0,0,5,1,54,90,0,220,3,1.95,15.03,151.2,0,0.11,1.2,47,1,0,0,normal
6,3,0,3,2,29,1,0,15,2,39,39,1,219,3,1.97,15.79,149.9,3,0.02,-0.1,42,0.5,0,1,normal
3,10,0,2,3,15,3,0,9,1,56,71,2,196,4,1.92,12.64,156.6,7,0.15,6.6,33,3.33,0,0,normal
6,5,1,3,2,21,3,0,8,3,65,88,0,455,0,2.14,16.42,137.1,0,0.05,-12.9,39,0.83,0,0,normal
5,6,0,3,3,21,3,1,15,2,30,40,0,297,3,1.92,13.89,161.2,1,0.07,11.2,38,1.2,0,0,normal
8,19,0,1,2,28,1,0,10,3,57,59,0,119,5,1.1,14.27,140.1,11,0.13,-9.9,57,2.38,0,0,normal
5,12,0,0,1,17,5,1,16,0,47,36,1,184,3,2.25,12.43,156.9,9,0,6.9,39,2.4,0,0,normal
4,4,1,1,2,25,4,1,4,3,38,91,1,292,2,2.45,14.78,160.2,2,0.1,10.2,39,1,0,0,normal
9,14,0,2,1,29,1,0,0,5,69,85,0,106,0,2.58,14.31,159.4,6,0.08,9.4,55,1.56,0,0,normal
7,6,1,0,0,24,0,1,3,3,63,71,1,464,4,1.36,15.88,151,10,0.08,1,38,0.86,0,0,normal
8,12,0,0,3,20,3,0,10,1,63,38,1,105,0,2.13,12.32,147.4,1,0.12,-2.6,43,1.5,0,0,normal
9,7,0,1,5,16,1,0,13,6,56,41,2,235,1,1.98,11.31,155.9,4,0.09,5.9,34,0.78,0,0,normal
3,12,0,2,2,26,1,0,18,5,59,94,0,407,4,3.36,14.59,160.4,10,0.03,10.4,44,4,0,0,normal
7,14,0,0,3,14,3,0,1,2,69,66,0,428,3,2.18,13.6,155.9,2,0.13,5.9,38,2,0,0,normal
4,7,0,2,3,23,1,1,11,5,36,60,1,357,1,1.04,13.39,161.1,9,0.11,11.1,37,1.75,0,0,normal
5,11,1,0,2,24,1,0,0,2,62,78,0,248,3,2.89,12.31,135.7,9,0.07,-14.3,42,2.2,0,0,normal
4,10,0,2,1,22,2,1,3,4,58,68,0,155,3,2.91,15.42,161.4,1,0.17,11.4,40,2.5,0,0,normal
2,5,0,0,4,18,2,0,15,6,67,70,0,459,7,2.03,16.21,152.9,6,0.11,2.9,27,2.5,0,0,normal
6,11,1,1,4,17,3,0,2,2,43,63,1,256,2,2.06,15.67,149.6,10,0.07,-0.4,39,1.83,0,0,normal
4,9,0,0,4,22,2,0,15,3,53,94,0,219,2,2.3,15.29,134.8,11,0.12,-15.2,37,2.25,0,0,normal
8,13,1,0,2,19,2,0,7,5,37,98,1,237,1,1.94,16.87,144.7,8,0.06,-5.3,43,1.62,0,0,normal
4,16,0,0,3,26,2,1,14,2,30,67,2,139,1,2.56,13.73,154.4,14,0.14,4.4,48,4,0,0,normal
4,6,1,1,3,18,1,1,2,3,53,67,1,170,3,1.63,11.87,157.9,3,0.14,7.9,31,1.5,0,0,normal
5,7,0,0,2,14,0,0,8,1,60,34,0,326,6,1.8,12.25,156.8,10,0.13,6.8,26,1.4,0,0,normal
4,7,1,1,0,16,4,0,2,0,64,82,1,376,0,2.46,17.76,157.4,0,0.08,7.4,33,1.75,0,0,normal
3,14,0,1,0,19,2,0,16,7,56,86,0,268,2,1.9,16.36,140.7,14,0.08,-9.3,39,4.67,0,0,normal
4,13,0,0,2,18,3,0,7,6,59,37,1,264,2,3.3,13.42,161.3,5,0.09,11.3,38,3.25,0,0,normal
8,9,0,0,1,18,5,0,6,4,30,98,0,424,4,1.39,14.01,152.9,10,0.13,2.9,40,1.12,0,0,normal
5,9,0,1,2,22,0,0,0,4,40,84,1,120,1,1.92,13.57,159.3,2,0.14,9.3,37,1.8,0,0,normal
2,10,0,1,2,17,2,0,15,3,67,41,1,137,5,2.37,12.6,160,11,0.07,10,32,5,0,0,normal
4,10,1,1,1,17,0,1,18,2,45,71,1,466,3,3.29,15.77,160.4,1,0.15,10.4,33,2.5,0,0,normal
3,9,0,0,1,22,1,0,7,4,61,55,2,370,1,2.7,14.55,141.4,14,0.09,-8.6,35,3,0,0,normal
5,9,0,2,2,25,4,0,8,3,67,91,0,133,1,1.53,14.04,161.9,0,0.1,11.9,45,1.8,0,0,normal
7,6,0,1,1,19,1,0,16,3,51,43,1,357,4,2.77,13.72,159.2,7,0.12,9.2,34,0.86,0,0,normal
3,6,0,1,2,16,4,0,0,2,64,87,3,452,3,1.38,15.45,153.5,6,0.08,3.5,30,2,0,0,normal
4,5,0,3,1,19,0,0,1,0,60,39,2,152,3,1.35,15.94,140,0,0.08,-10,31,1.25,0,0,normal
5,11,0,4,2,19,3,1,2,1,53,50,0,396,4,1.31,16.45,140.2,7,0.06,-9.8,42,2.2,0,0,normal
4,13,0,1,2,22,1,0,4,3,61,85,1,413,0,2.38,15.33,144.2,7,0.08,-5.8,41,3.25,0,0,normal
5,6,0,2,3,20,4,0,10,4,53,90,3,208,2,1.62,15.25,151.8,13,0.16,1.8,37,1.2,0,0,normal
4,10,0,2,1,11,7,0,15,1,65,41,3,308,3,2.72,14.11,152.6,14,0.17,2.6,34,2.5,0,0,normal
5,11,0,0,3,18,1,0,6,1,66,50,0,475,1,3.56,15.26,152.7,9,0.14,2.7,35,2.2,0,0,normal
4,10,0,1,2,19,1,0,19,1,35,92,0,331,1,3.09,13.8,142,3,0.09,-8,35,2.5,0,0,normal
3,11,0,0,1,20,1,0,0,5,67,67,0,274,3,3.2,13.83,151.9,5,0.12,1.9,35,3.67,0,0,normal
11,6,0,2,1,20,3,0,0,7,53,45,1,283,2,1.21,13.49,137.5,9,0.09,-12.5,42,0.55,0,0,normal
3,9,0,3,1,21,2,0,13,7,66,95,2,332,2,2.81,12.14,137.1,2,0.11,-12.9,38,3,0,0,normal
9,4,0,1,0,25,2,0,2,4,52,48,1,475,4,2.72,15.41,157.1,0,0.11,7.1,41,0.44,0,0,normal
1,5,0,0,2,19,2,0,13,0,60,48,0,383,1,1.89,16.93,159.8,5,0.17,9.8,27,5,0,0,normal
4,11,1,0,3,19,3,1,15,5,65,82,2,285,1,3.93,12.43,157.4,0,0.16,7.4,38,2.75,0,0,normal
1,10,1,1,3,27,1,0,14,5,45,78,0,425,0,1.89,17.39,150.5,3,0.12,0.5,41,10,0,0,normal
4,11,0,2,2,17,2,0,11,1,48,92,2,483,3,3.25,11.46,158.4,1,0.12,8.4,36,2.75,0,0,normal
4,7,0,1,0,12,0,0,17,4,48,68,2,298,0,2.78,13.11,159.9,3,0.13,9.9,24,1.75,0,0,normal
3,12,0,1,2,9,2,0,0,4,40,98,0,102,3,2.03,15.05,156.8,14,0.1,6.8,27,4,0,0,normal
5,7,0,2,0,20,3,0,18,1,54,48,1,231,2,1.71,14.29,155.6,1,0.05,5.6,37,1.4,0,0,normal
3,11,1,0,3,12,2,0,12,1,45,41,1,108,0,2.27,15.5,138.7,7,0.12,-11.3,29,3.67,0,0,normal
4,14,0,0,4,25,0,0,13,3,42,37,1,469,1,2.9,14.85,155.1,2,0.05,5.1,43,3.5,0,1,normal
3,7,0,4,1,18,6,0,13,1,57,78,0,348,3,1.58,16.87,157.5,7,0.13,7.5,38,2.33,0,0,normal
8,6,0,1,3,26,4,0,16,0,69,32,1,281,1,2.44,14,144.6,14,0.14,-5.4,45,0.75,0,0,normal
2,15,0,2,4,13,2,1,4,2,32,53,2,287,4,2.28,13.96,156.9,10,0.12,6.9,34,7.5,0,0,normal
4,11,0,2,1,27,4,0,14,6,32,36,2,376,2,1.51,16.89,152.6,13,0.01,2.6,48,2.75,0,0,normal
5,14,0,0,0,20,4,0,10,3,54,30,3,383,4,1.86,16.22,148.8,8,0.1,-1.2,43,2.8,0,0,normal
9,5,0,1,0,22,0,0,15,2,40,56,3,145,2,3.66,15.74,140.6,2,0.05,-9.4,37,0.56,0,0,normal
7,5,0,2,2,18,1,0,12,4,56,31,3,384,2,3.01,15.38,152.3,6,0.04,2.3,33,0.71,0,0,normal
4,12,1,0,1,21,1,0,10,3,55,68,2,302,0,1.88,12.85,148.8,10,0.13,-1.2,39,3,0,0,normal
2,9,0,0,1,17,0,0,0,1,59,34,0,189,2,3.16,13.12,145.9,5,0.13,-4.1,28,4.5,0,0,normal
7,11,0,4,5,27,3,0,5,3,49,87,1,239,1,1.82,15.31,140.4,1,0.13,-9.6,52,1.57,0,0,normal
6,8,0,5,2,29,2,0,9,1,57,94,1,288,0,1.76,13.77,145.6,5,0.07,-4.4,50,1.33,0,0,normal
1,10,0,2,3,22,3,0,15,3,37,84,1,220,2,2.04,16.32,154.5,10,0.17,4.5,38,10,0,0,normal
2,8,0,1,1,18,1,0,3,3,48,31,0,413,3,2.14,13.22,150.4,2,0.12,0.4,30,4,0,0,normal
6,6,0,0,2,14,2,0,9,3,52,97,1,241,2,1.66,13.14,158.4,2,0.09,8.4,28,1,0,0,normal
8,12,1,1,1,24,5,1,6,1,50,98,1,121,5,1.21,15.18,153.1,4,0.07,3.1,51,1.5,0,0,normal
7,14,1,0,3,16,1,1,16,0,54,87,1,328,6,1.54,13.68,154.6,9,-0.01,4.6,39,2,0,0,normal
2,13,0,1,3,18,1,0,3,6,64,66,1,306,1,1.46,15.9,142.9,1,0.14,-7.1,35,6.5,0,0,normal
5,10,0,1,1,23,3,0,3,2,38,55,0,485,2,1.13,12.41,160.4,2,0.06,10.4,42,2,0,0,normal
3,5,0,0,4,10,3,0,18,3,38,72,0,315,2,4.05,15.52,143.5,0,0.11,-6.5,21,1.67,0,0,normal
7,7,1,0,1,21,1,1,5,2,31,53,0,487,0,2.61,12.35,142,11,0.12,-8,37,1,0,0,normal
8,16,0,2,3,21,1,1,5,4,37,35,1,140,4,2.16,13.64,153.1,14,0.07,3.1,48,2,0,0,normal
7,11,0,1,1,16,1,0,0,1,51,81,1,303,2,3.72,15.12,156.3,4,0.12,6.3,36,1.57,0,0,normal
4,8,0,2,1,14,1,0,12,3,40,40,2,260,0,2.54,12.67,154.5,13,0.08,4.5,29,2,0,0,normal
7,8,0,1,0,28,3,0,14,2,32,93,0,281,1,2.94,18.52,145.1,10,0.05,-4.9,47,1.14,0,1,normal
9,13,0,1,2,20,2,1,6,4,30,64,2,339,2,2.81,14.26,144.6,3,0.08,-5.4,45,1.44,0,0,normal
6,11,0,0,1,23,3,0,19,6,58,78,2,448,2,1.92,14.56,146.6,13,0.11,-3.4,43,1.83,0,0,normal
7,13,0,2,0,15,3,0,3,3,35,30,1,317,2,1.57,13.83,127.6,3,0.06,-22.4,40,1.86,0,0,normal
4,11,0,2,2,28,2,0,4,2,62,53,0,377,1,1.99,12.73,150.1,4,0.15,0.1,47,2.75,0,0,normal
5,11,0,1,0,20,0,0,4,3,65,87,0,248,3,2.95,12.57,150.3,3,0.08,0.3,37,2.2,0,0,normal
6,16,1,1,4,24,4,0,3,5,49,39,0,412,3,2.18,13.34,152,3,0.09,2,52,2.67,0,0,normal
4,11,1,0,1,25,4,0,19,4,31,69,1,128,4,2.99,13.76,151.4,7,0.13,1.4,45,2.75,0,0,normal
2,4,0,2,2,19,2,0,9,2,50,40,2,422,1,1.39,14.52,156.2,12,-0.02,6.2,29,2,0,0,normal
3,12,0,1,2,21,1,1,19,5,62,73,1,437,3,3.1,14.51,154,11,0.13,4,38,4,0,0,normal
5,16,1,2,1,21,1,0,11,2,63,35,1,190,1,1.93,13.99,153.2,14,0.12,3.2,46,3.2,0,0,normal
6,9,0,2,0,16,3,0,12,3,43,86,0,187,3,1.86,15.82,149.1,8,0.11,-0.9,36,1.5,0,0,normal
5,9,1,0,0,17,3,0,4,6,62,49,1,419,3,2.18,15.25,149.8,4,0.09,-0.2,35,1.8,0,0,normal
2,11,0,1,3,20,1,1,16,2,45,66,3,368,1,1.9,16.42,158.7,2,0.09,8.7,35,5.5,0,0,normal
4,10,1,0,1,25,1,0,17,6,37,37,0,235,2,2.67,12.71,136,3,0.13,-14,41,2.5,0,0,normal
1,5,0,2,4,22,1,0,2,1,35,64,1,214,4,1.07,14.86,146.3,14,0.04,-3.7,31,5,0,0,normal
6,4,0,2,0,24,4,0,7,3,37,43,0,483,1,3.15,12.31,143.8,8,0.14,-6.2,40,0.67,0,0,normal
5,17,1,2,4,15,0,0,14,3,65,49,0,466,1,1.21,11.95,145.6,10,0.02,-4.4,40,3.4,0,0,normal
5,11,0,0,3,21,1,0,4,2,32,84,1,208,1,2.34,14.06,153.7,12,0.13,3.7,38,2.2,0,0,normal
5,11,1,0,2,22,1,1,0,3,65,67,1,148,1,2.05,13.96,141.3,4,0.1,-8.7,40,2.2,0,0,normal
3,11,1,1,3,18,2,1,0,1,46,87,3,262,3,2.97,16.08,160.8,12,0.14,10.8,36,3.67,0,0,normal
2,11,1,1,0,19,3,1,15,2,56,44,1,208,1,2.6,14.51,141.5,0,0.13,-8.5,37,5.5,0,0,normal
3,13,1,1,4,30,4,0,2,3,64,85,0,407,4,1.71,14.54,149.3,3,0.11,-0.7,52,4.33,0,0,normal
7,8,1,0,1,21,3,0,13,1,30,50,1,425,1,2,15.31,139.4,5,0.1,-10.6,40,1.14,0,0,normal
4,7,1,1,5,22,2,0,8,2,64,35,0,451,3,2.21,14.74,160.9,9,0.11,10.9,37,1.75,0,0,normal
4,12,1,1,1,19,2,0,0,3,54,87,0,428,2,1.34,15.49,145.2,10,0.07,-4.8,39,3,0,0,normal
3,8,0,0,2,15,0,0,0,4,57,72,2,347,1,2.37,15.88,145.9,9,0.04,-4.1,26,2.67,0,0,normal
6,5,0,1,3,21,5,0,9,3,51,33,0,158,3,2.61,15.09,149.3,11,-0.05,-0.7,38,0.83,0,0,normal
5,15,1,2,2,19,0,0,0,6,49,79,4,474,0,2.82,13.95,131.7,7,0.07,-18.3,42,3,0,0,normal
6,12,1,1,0,21,1,0,4,7,67,95,2,404,4,3.57,13.22,161.9,6,0.14,11.9,42,2,0,0,normal
6,9,0,0,3,26,2,0,0,1,37,62,0,222,4,3.28,14.87,153.2,11,0.01,3.2,43,1.5,0,0,normal
9,10,0,1,1,25,2,0,17,3,42,89,0,202,3,1.28,13.48,139.4,4,0.18,-10.6,47,1.11,0,0,normal
8,6,1,2,1,15,3,1,2,2,43,44,3,445,1,4.09,14.21,153.9,2,0.09,3.9,35,0.75,0,1,normal
1,10,0,1,1,25,2,0,16,7,37,85,0,340,0,3.35,14.63,154.1,14,0.05,4.1,39,10,0,0,normal
9,11,1,1,1,15,0,0,1,7,42,34,2,239,2,2.23,15.7,153.5,2,0.04,3.5,37,1.22,0,0,normal
7,9,0,0,1,23,1,0,11,5,65,65,0,371,1,2.68,15.54,157.5,4,0.09,7.5,40,1.29,0,0,normal
5,13,1,2,3,22,0,0,9,3,42,53,0,491,0,1.34,14.71,153.2,3,0.17,3.2,43,2.6,0,0,normal
7,8,0,1,1,19,3,0,0,1,65,62,1,456,2,2.13,13.74,154.4,4,0.1,4.4,38,1.14,0,0,normal
3,12,1,0,2,26,3,0,8,3,68,79,3,498,4,1.88,15.58,151.4,1,0.07,1.4,45,4,0,0,normal
4,10,0,0,1,18,2,0,17,3,65,90,0,330,2,3.33,13.17,154.2,7,0.18,4.2,34,2.5,0,0,normal
3,8,1,3,3,19,3,0,5,5,69,40,1,246,3,2.97,15.19,153.2,5,0.11,3.2,37,2.67,0,0,normal
8,16,0,2,2,18,3,1,10,1,65,48,1,431,2,1.95,14.3,154.8,1,0.1,4.8,47,2,0,0,normal
1,7,0,3,3,22,0,1,10,2,65,41,1,302,2,2.09,15.32,155.7,0,0.12,5.7,33,7,0,0,normal
10,15,0,0,2,17,3,0,8,3,51,37,1,482,3,2.42,15.78,158.3,7,0.16,8.3,45,1.5,0,0,normal
5,10,0,0,1,22,0,0,0,3,52,47,2,290,1,2.72,14.96,154.8,0,0.12,4.8,37,2,0,0,normal
8,15,0,1,1,17,4,0,9,3,54,44,2,431,0,1.61,15.63,160.6,7,0.15,10.6,45,1.88,0,0,normal
3,8,0,0,1,16,1,0,5,4,38,46,2,156,2,2.09,15.64,140.5,7,0.1,-9.5,28,2.67,0,0,normal
5,12,0,1,1,27,2,0,7,5,53,32,2,257,1,1.83,12.85,137.6,9,0.1,-12.4,47,2.4,0,0,normal
5,12,0,2,2,19,1,0,17,3,61,46,4,450,1,2.17,15.83,159.4,1,0.06,9.4,39,2.4,0,0,normal
3,7,1,1,2,20,4,0,13,3,66,82,2,438,1,1.9,13.38,155.8,6,0.13,5.8,36,2.33,0,0,normal
2,11,0,0,4,30,1,0,12,5,35,55,1,468,1,1.59,14.03,153,4,0.11,3,44,5.5,0,0,normal
3,7,0,0,1,16,3,0,5,3,52,73,0,461,1,1.66,14.84,153.2,12,0.08,3.2,29,2.33,0,0,normal
4,7,0,0,1,22,3,1,12,2,30,56,0,142,2,1.65,16.23,154.9,7,-0.01,4.9,36,1.75,0,0,normal
8,11,0,2,4,19,1,0,13,5,32,48,0,134,1,3.62,11.5,161.5,2,0.05,11.5,41,1.38,0,0,normal
3,6,1,1,3,24,3,1,6,2,39,83,0,168,2,2.97,15.61,160.7,7,0.03,10.7,38,2,0,0,normal
2,9,0,1,4,25,1,0,19,5,40,64,0,498,1,2.28,14.57,146.9,6,0.1,-3.1,38,4.5,0,0,normal
3,11,1,0,3,17,2,1,2,3,41,71,0,456,2,2.46,14.39,157.6,9,0.09,7.6,34,3.67,0,0,normal
4,12,0,1,4,19,1,0,19,1,53,90,1,298,3,1.51,14.98,157.6,5,0.09,7.6,37,3,0,0,normal
3,6,0,0,1,14,0,0,5,1,33,45,2,461,2,2.75,16.43,149.5,12,0.13,-0.5,23,2,0,0,normal
3,9,1,2,2,12,4,0,14,3,34,69,2,250,1,1.74,15.55,140.1,11,-0.04,-9.9,31,3,0,0,normal
5,6,0,1,3,25,2,0,19,1,43,88,1,304,2,1.62,12.93,152.5,8,0.08,2.5,39,1.2,0,0,normal
5,15,0,0,4,27,1,1,16,2,50,41,0,182,1,2.29,14.6,154.6,2,0.07,4.6,48,3,0,0,normal
6,8,0,0,3,23,2,0,10,3,41,89,1,137,1,2.32,15.75,145,10,0.09,-5,39,1.33,0,0,normal
8,17,1,2,1,14,2,0,14,6,56,40,1,254,2,3.55,12.71,150.4,11,0.13,0.4,44,2.12,0,0,normal
8,12,0,0,3,18,0,0,19,2,46,70,1,193,2,2.62,13.41,155.8,4,0.01,5.8,38,1.5,0,0,normal
6,8,0,0,3,22,1,0,17,8,61,98,1,332,6,2.28,12.94,146.5,5,0.02,-3.5,37,1.33,0,0,normal
2,11,1,3,2,16,2,0,13,4,39,40,0,327,4,4.01,14.28,154.4,7,0.11,4.4,35,5.5,0,0,normal
5,9,0,3,1,21,0,1,3,3,40,51,0,457,0,2.15,15.6,147.9,1,0.12,-2.1,38,1.8,0,0,normal
6,11,1,1,5,21,1,1,1,4,53,80,0,205,5,1.47,15.46,157.8,2,0.16,7.8,41,1.83,0,0,normal
5,12,0,2,1,12,1,1,18,3,43,60,0,310,2,2.28,14.07,144.2,0,0.12,-5.8,32,2.4,0,0,normal
10,10,0,2,2,22,0,0,9,2,65,31,0,132,1,1.93,18.25,154.1,7,0.11,4.1,44,1,0,0,normal
10,6,0,2,3,26,5,0,8,6,45,32,1,230,0,2.93,14.1,142.1,0,0.11,-7.9,49,0.6,0,0,normal
13,11,0,0,1,11,3,1,8,4,38,80,0,386,1,2.57,13.64,160.6,2,0.07,10.6,38,0.85,0,0,normal
5,5,0,0,0,19,1,0,18,2,51,51,1,298,3,3.09,14.28,136.7,9,0.13,-13.3,30,1,0,0,normal
7,15,0,0,1,16,2,0,4,3,62,86,1,463,0,1.3,17.85,160.9,10,0.13,10.9,40,2.14,0,0,normal
4,13,0,1,4,17,2,1,1,4,54,89,0,205,2,1.2,15.42,155.6,13,0.09,5.6,37,3.25,0,0,normal
2,10,0,0,3,8,3,0,1,4,47,91,3,269,2,2.73,14.55,145.3,2,0.04,-4.7,23,5,0,0,normal
5,11,0,1,3,18,3,0,6,4,43,97,2,409,1,1.33,15.14,154.1,5,0,4.1,38,2.2,0,0,normal
3,9,0,2,3,16,0,0,4,0,47,95,1,231,1,1.74,17.03,147.1,5,0.13,-2.9,30,3,0,0,normal
6,11,0,1,3,18,1,0,1,3,60,42,0,276,1,1.86,15.82,147.3,0,0.18,-2.7,37,1.83,0,0,normal
9,9,0,0,3,17,2,0,19,2,37,47,2,373,2,2.1,14.39,158.3,14,0.1,8.3,37,1,0,0,normal
6,9,0,1,3,25,2,0,6,3,35,37,1,402,2,3.47,15.18,152.4,5,0.09,2.4,43,1.5,0,0,normal
6,13,1,3,1,16,2,0,12,1,52,83,0,345,3,3.33,11.87,157.9,1,0.12,7.9,41,2.17,0,0,normal
11,9,1,2,1,27,0,0,9,2,36,97,1,237,1,1.95,10.91,156.4,11,0.13,6.4,50,0.82,0,0,normal
5,10,1,1,0,19,2,1,14,4,45,88,0,238,0,1.04,13.22,160.9,0,0.1,10.9,38,2,0,0,normal
